"day_from_first_ptvisit","count","avg_Efficiency","sd_Efficiency","se_Efficiency","ci_lower_Efficiency","ci_upper_Efficiency","avg_tst","sd_tst","se_tst","ci_lower_tst","ci_upper_tst","avg_waso","sd_waso","se_waso","ci_lower_waso","ci_upper_waso","avg_sfi","sd_sfi","se_sfi","ci_lower_sfi","ci_upper_sfi"
0,43,82.2320930232558,10.8293326440252,1.65145774587005,78.9952358413505,85.4689502051611,445.767441860465,113.657136287232,17.3325507919009,411.795642308339,479.739241412591,100.860465116279,77.7941671810783,11.8634992753301,77.6080065366321,124.112923695926,100.053720930233,16.9024120599421,2.57759367431374,95.0016373285776,105.105804531887
1,43,81.9951162790698,9.40381365700539,1.43406813836754,79.1843427278694,84.8058898302701,453.581395348837,89.6764641199365,13.6755325707734,426.777351510121,480.385439187553,103.46511627907,67.3308635227876,10.2678604264848,83.3401098431595,123.59012271498,95.5523255813954,12.2934707480975,1.87473671351057,91.8778416229146,99.2268095398761
2,50,82.232,11.2437805030159,1.59011068797112,79.1153830515766,85.3486169484234,453.5,118.34319686783,16.7362554025074,420.696939411085,486.303060588915,105.24,78.6473814709994,11.1224193521418,83.4400580698021,127.039941930198,96.543,15.6516580917297,2.21347871469508,92.2045817191976,100.881418280802
3,46,83.9491304347826,9.66940876650273,1.42567654339447,81.1548044097294,86.7434564598358,458.760869565217,113.77740154112,16.775562649444,425.880766772307,491.640972358127,88.5869565217391,61.991962234168,9.14021617768624,70.6721328134741,106.501780230004,100.02,18.9944126287472,2.80057335399577,94.5308762261683,105.509123773832
4,46,80.7680434782609,8.93119019555506,1.31683215322408,78.1870524579417,83.3490344985801,463.282608695652,107.307794693267,15.8216711602434,432.272133221575,494.293084169729,111.217391304348,59.2073242629391,8.72964370802504,94.1072896366188,128.327492972077,99.2971739130435,19.5377578223459,2.88068523220732,93.6510308579171,104.94331696817
5,44,81.9715909090909,10.7140746256766,1.61520752314712,78.8057841637225,85.1373976544593,493.909090909091,120.241968872038,18.1271588546429,458.379859553991,529.438322264191,112.136363636364,78.9163793265012,11.8970918199711,88.8180636692203,135.454663603507,97.2197727272727,16.9300846147745,2.55230628800799,92.2172524027771,102.222293051768
6,50,82.6514,10.2668080229247,1.45194591483011,79.805586006933,85.497213993067,466.42,118.123264915451,16.705152327522,433.677901438057,499.162098561943,99.42,70.2718017589487,9.93793350998987,79.9416503204199,118.89834967958,99.69,19.4995505966006,2.7576528913893,94.285000332877,105.094999667123
7,46,79.7821739130435,10.8788028166999,1.60399196791764,76.6383496559249,82.925998170162,430.673913043478,93.9534292077909,13.8526773898573,403.522665359358,457.825160727599,116.065217391304,78.0055274890221,11.501287563876,93.5226937661074,138.607741016501,95.6021739130435,15.8315370087042,2.334232785502,91.0270776534596,100.177270172627
8,45,82.1104444444444,11.7631910396093,1.75355298645885,78.6734805909851,85.5474082979038,459.377777777778,109.766547497382,16.3630307906403,427.306237428123,491.449318127433,103.022222222222,82.0754887806698,12.2350914800066,79.0414429214093,127.003001523035,97.1564444444444,18.7646490841829,2.79726872841081,91.6737977367593,102.63909115213
9,48,80.718125,9.14159599088902,1.31947572654065,78.1319525759803,83.3042974240197,490.916666666667,112.097190606384,16.1798357929991,459.204188512388,522.629144820945,116.458333333333,61.1468265502235,8.82578419221573,99.1597963165905,133.756870350076,89.7595833333333,12.3515424066266,1.78279158334324,86.2653118299806,93.2538548366861
10,49,80.3430612244898,9.8316116863076,1.4045159551868,77.5902099523237,83.0959124966559,464.224489795918,102.153125524488,14.5933036463554,435.621614649062,492.827364942775,115.918367346939,67.8146483483638,9.68780690690912,96.9302658093969,134.906468884481,95.7248979591837,16.874918533439,2.41070264763415,90.9999207698207,100.449875148547
11,42,81.6821428571429,10.3797964019025,1.60163735673802,78.5429336379363,84.8213520763494,465.928571428571,96.9458971212352,14.9590766908869,436.608781114433,495.24836174271,108.071428571429,67.7806335594046,10.4587788207691,87.5722220827211,128.570635060136,95.595,17.3762305056467,2.68121057673477,90.3398272695998,100.8501727304
12,46,81.3604347826087,11.4752390353262,1.69193169071353,78.0442486688102,84.6766208964072,469.782608695652,102.047682328405,15.0461099035735,440.292233284648,499.272984106656,112.152173913043,81.5268101482381,12.0204723673251,88.5920480730862,135.712299753001,94.0897826086957,17.3618303552657,2.55986223000984,89.0724526378764,99.1071125795149
13,43,81.5306976744186,9.83250788997512,1.49944339600526,78.5917886182483,84.4696067305889,460.697674418605,104.397713641203,15.920502076276,429.493490349104,491.901858488106,106.604651162791,65.0073767004227,9.91353200788753,87.1741284273311,126.03517389825,96.4151162790698,15.9917692180775,2.43872194284578,91.635221271092,101.195011287047
14,47,82.4053191489362,10.31120746336,1.50404418897604,79.4573925385431,85.3532457593292,470.744680851064,88.8854827695644,12.9652801884688,445.332731681665,496.156630020463,107.36170212766,72.720257787579,10.6073397839099,86.5713161511961,128.152088104123,97.9851063829787,20.9781059650232,3.05997124823004,91.9875627364479,103.98265002951
15,41,84.7860975609756,9.5276536665773,1.48796951508115,81.8696773114166,87.7025178105347,471.146341463415,90.0504194814243,14.0635127700611,443.581856434095,498.710826492734,87.4634146341463,64.3436467574599,10.0487893677441,67.7677874733679,107.159041794925,96.6641463414634,19.9777300982381,3.11999726343708,90.5489517051268,102.7793409778
16,44,82.2120454545455,10.7175833746808,1.61573648696215,79.0452019400996,85.3788889689913,456.431818181818,116.444496754996,17.55466839264,422.024668132244,490.838968231393,99.7727272727273,65.5668888488636,9.88458040830083,80.3989496724576,119.146504872997,96.5654545454545,15.3327162681854,2.31149394902496,92.0349264053656,101.095982685543
17,39,82.0858974358974,9.59390588313576,1.53625443684629,79.0748387396787,85.0969561321162,460.589743589744,107.943386221111,17.284775151056,426.711584293674,494.467902885813,105.666666666667,71.7100643796485,11.4828002183571,83.1603782386868,128.172955094647,93.1589743589744,19.7623159194292,3.16450316309108,86.9565481593158,99.3614005586329
18,44,82.1663636363636,10.0393919696617,1.51349528575795,79.1999128762781,85.1328143964492,483.022727272727,107.735785472882,16.241780768535,451.188836966399,514.856617579056,105,61.8072773618424,9.31779765102994,86.7371166039813,123.262883396019,94.6006818181818,19.01636484932,2.86682486734989,88.981705078176,100.219658558188
19,42,82.3947619047619,11.7093623658634,1.80679383897277,78.8534459803753,85.9360778291485,469.880952380952,90.2898320669642,13.9320235554473,442.574186212276,497.187718549629,106.5,84.2757523788687,13.0040309126352,81.0120994112351,131.987900588765,97.9297619047619,21.3359778009449,3.29221284940263,91.4770247199327,104.382499089591
20,44,82.8727272727273,9.60122360507179,1.44743891937848,80.0357469907455,85.7097075547091,479.704545454545,107.185251403322,16.1587846347605,448.033327570415,511.375763338676,102.590909090909,67.4982577490289,10.1757452252831,82.6464484493543,122.535369732464,97.0363636363636,18.3933324738232,2.77289920272414,91.6014811990243,102.471246073703
21,41,82.62,10.1656448393597,1.5876069965863,79.5082902866909,85.7317097133091,446.853658536585,91.4058425308825,14.2751942866455,418.87427773476,474.833039338411,97.0731707317073,63.0267364869475,9.84312253672846,77.7806505597195,116.365690903695,98.8546341463415,12.4615452688583,1.94616640358276,95.0401479953192,102.669120297364
22,41,80.5585365853659,11.8516076042399,1.85091014398176,76.9307527031616,84.1863204675701,443.682926829268,98.6527848122875,15.4069765249221,413.485252840421,473.880600818116,113.512195121951,84.0547803373549,13.1271512500051,87.7829786719411,139.241411571961,101.934634146341,14.0037030991022,2.18701099335792,97.6480925993599,106.221175693323
23,43,83.1797674418605,10.8145850565165,1.64920875985911,79.9473182725366,86.4122166111843,446.511627906977,104.873250503149,15.9930207678634,415.165307201964,477.857948611989,92.2790697674419,64.7387885426597,9.87257269782041,72.9288272797138,111.62931225517,98.4848837209302,19.8206332333725,3.02261823117622,92.5605519878248,104.409215454036
24,39,81.35,9.65762801868908,1.54645814476896,78.3189420362528,84.3810579637472,467.410256410256,107.516637133324,17.2164406074906,433.666032819575,501.154480000938,109.051282051282,69.0285786422241,11.0534188577686,87.3865810900556,130.715983012509,93.5617948717949,17.4407580520601,2.79275638783759,88.0879923516332,99.0355973919566
25,45,83.722,9.23860074017508,1.37720928480076,81.0226698017905,86.4213301982095,482.155555555556,114.852267867654,17.1211652214727,448.598071721469,515.713039389642,93.7333333333333,59.0405869643156,8.80125105891317,76.4828812578635,110.983785408803,100.322,28.5324481631321,4.25336624381682,91.985402162119,108.658597837881
26,39,85.5982051282051,10.7215827267872,1.71682724790894,82.2332237223036,88.9631865341067,494.128205128205,132.307293725665,21.1861226792382,452.603404676898,535.653005579512,82.2051282051282,66.3067748730254,10.6175814451871,61.3946685725615,103.015587837695,92.7576923076923,13.8843701336466,2.22327855624732,88.4000663374476,97.115318277937
27,41,82.3368292682927,9.05137819313291,1.41358778269806,79.5661972142045,85.1074613223809,472.829268292683,117.944669747942,18.4198627692454,436.726337264962,508.932199320404,104.121951219512,66.3668573619209,10.3647617789357,83.8070181327982,124.436884306226,94.2373170731707,13.3600900117459,2.08649551630474,90.1477858612134,98.326848285128
28,41,81.770487804878,11.2392824395554,1.75528101951391,78.3301370066308,85.2108386031253,447.926829268293,133.202550697031,20.8027434355131,407.153452134687,488.700206401898,100.365853658537,69.7802823502316,10.8978492002848,79.0060692259784,121.725638091095,96.2480487804878,16.6466803326537,2.59977469050761,91.1524903870929,101.343607173883
29,42,82.8030952380952,11.4903179790205,1.77299455629251,79.3280259077619,86.2781645684286,471.428571428571,119.382178442248,18.4210700594111,435.323274112126,507.533868745017,100.380952380952,79.9524103515464,12.3369247547874,76.200579861569,124.561324900336,97.8619047619048,19.6037568870936,3.02492535952097,91.9330510572437,103.790758466566
30,40,80.91,10.1392097502209,1.60314982424425,77.7678263444813,84.0521736555187,469.5,105.18652541179,16.6314499730218,436.902358052877,502.097641947123,111.075,67.8423464685514,10.7268168325452,90.0504390082115,132.099560991789,99.291,24.553465450747,3.88224376373066,91.6818022230879,106.900197776912
31,37,78.9375675675676,11.5491777979131,1.89867313418642,75.2161682245622,82.658966910573,436.513513513513,116.085845060556,19.084395368442,399.108098591367,473.91892843566,120.702702702703,79.954801420992,13.144488383812,94.9395054704311,146.465899934974,99.2072972972973,20.3499024907094,3.3455033612354,92.6501107092759,105.764483885319
