"day_from_first_ptvisit","count","avg_Efficiency","sd_Efficiency","se_Efficiency","ci_lower_Efficiency","ci_upper_Efficiency","avg_tst","sd_tst","se_tst","ci_lower_tst","ci_upper_tst","avg_waso","sd_waso","se_waso","ci_lower_waso","ci_upper_waso","avg_sfi","sd_sfi","se_sfi","ci_lower_sfi","ci_upper_sfi"
13,53,81.8658490566038,10.583171953255,1.45371046786505,79.0165765395883,84.7151215736193,591,300.793246139399,41.3171299216646,510.018425353537,671.981574646463,120.962264150943,84.2016723441065,11.5659891986092,98.2929253216694,143.631602980217,93.880612244898,21.3663006086847,2.93488710110615,88.1282335267299,99.632990963066
14,53,82.8290566037736,11.7802713603574,1.61814471752729,79.6574929574201,86.0006202501271,601.320754716981,316.184997794311,43.4313496091416,516.195309483064,686.446199950899,119.603773584906,105.882071487147,14.5440210515299,91.097492323907,148.110054845904,93.7212244897959,25.9026572504841,3.55800360769609,86.7475374187116,100.69491156088
15,53,83.4158490566038,12.455238538611,1.71085858977905,80.0625662206368,86.7691318925707,646.283018867925,338.084899291839,46.4395324292627,555.26153530657,737.304502429279,125.509433962264,131.368334587776,18.0448285239769,90.1415700552694,160.877297869259,90.1635416666667,25.7642218102466,3.53898803755459,83.2271251130597,97.0999582202737
16,53,83.6039622641509,12.4863221073213,1.71512824630663,80.2423109013899,86.9656136269119,634.245283018868,363.549166374444,49.9373185162694,536.36813872698,732.122427310756,108.943396226415,103.985837625637,14.2835532989343,80.9476317605038,136.939160692326,92.0319565217391,20.059130325622,2.75533345384769,86.6315029521976,97.4324100912806
17,53,83.8692452830189,12.0047150751208,1.64897443276192,80.6372553948055,87.1012351712322,671.018867924528,379.211859324758,52.0887548528797,568.924908412884,773.112827436172,112.301886792453,107.752134532786,14.8008939660985,83.2921346188999,141.311638966006,89.9104545454545,19.7597360111527,2.71420848196915,84.590605920795,95.2303031701141
18,53,84.4149056603774,11.0719511557257,1.52084945476282,81.4340407290422,87.3957705917125,670.037735849057,363.606875742309,49.9452455075844,572.145054654191,767.930417043922,103.660377358491,82.3066366602135,11.3056860283668,81.5012327428917,125.819521974089,87.4508695652174,23.3215082251067,3.20345552193465,81.1720967422255,93.7296423882093
19,53,83.4975471698113,12.7687335836199,1.7539204459566,80.0598630957364,86.9352312438862,652.301886792453,359.094405034583,49.3254099863692,555.624083219169,748.979690365736,119.018867924528,121.091111686461,16.633143390426,86.4179068792934,151.619828969763,92.3110869565217,24.7392506154591,3.39819741620741,85.6506200207552,98.9715538922883
20,53,83.4022641509434,11.9713648154363,1.64439342228383,80.1792530432671,86.6252752586197,647.566037735849,348.626839815537,47.8875793247114,553.706382259415,741.425693212283,121.660377358491,128.637675931609,17.6697437110145,87.0276796849021,156.293075032079,91.8667391304348,21.7802832401079,2.9917519888234,86.0029052323409,97.7305730285286
21,53,84.4564150943396,12.252616218955,1.68302627368251,81.1576835979219,87.7551465907573,662.962264150943,383.556432627794,52.6855278919012,559.698629482817,766.22589881907,109.660377358491,113.78825534167,15.6300189244692,79.025540266531,140.29521445045,88.9780434782609,22.6487072596076,3.11103920188846,82.8804066425595,95.0756803139623
22,53,83.6647169811321,12.7109668886864,1.74598558016308,80.2425852440124,87.0868487182517,643.132075471698,364.670928463956,50.091404389501,544.952922868276,741.31122807512,106.320754716981,94.1767514968337,12.9361716964606,80.9658581919183,131.675651242044,92.9532608695652,22.6442833653537,3.1104315332789,86.8568150643386,99.0497066747919
23,53,84.8356603773585,11.8875551457807,1.63288127879557,81.6352130709192,88.0361076837978,634.867924528302,381.760549082791,52.4388443153734,532.08778967017,737.648059386434,96.2452830188679,91.5105932624485,12.569946697809,71.6081874911622,120.882378546574,89.4251063829787,30.3128707684965,4.1637930236644,81.2640720565965,97.586140709361
24,53,83.3383018867925,12.3283841875707,1.69343380458081,80.0191716298141,86.6574321437708,698.339622641509,393.471870922874,54.0475180879118,592.406487189202,804.272758093817,121.094339622642,122.565565522945,16.8356752009217,88.0964162288349,154.092263016448,87.3986363636364,19.9875544522328,2.74550175151383,82.0174529306693,92.7798197966035
25,53,86.3071698113208,10.5051563121967,1.44299419541247,83.4789011883123,89.1354384343292,654.905660377358,358.10560669203,49.1895880884047,558.494067724085,751.317253030632,87.1698113207547,83.1693674768672,11.4241912198782,64.7783965297934,109.561226111716,96.0693617021277,35.0884997513588,4.81977611396009,86.6226005187659,105.516122885489
26,53,87.1179245283019,11.4327860791959,1.57041394334307,84.0399131993495,90.1959358572543,686.452830188679,350.598475469377,48.1584043100242,592.062357741032,780.843302636327,87.3962264150943,87.173641839951,11.9742206045967,63.9267540300848,110.865698800104,86.2687234042553,23.0328613655078,3.16380682651812,80.0676620242798,92.4697847842308
27,53,83.9215094339623,11.8571376420454,1.62870311332858,80.7292513318383,87.1137675360863,673.584905660377,367.590670863994,50.4924618521551,574.619680430153,772.550130890601,114.452830188679,114.637147630408,15.746623247982,83.5894486226346,145.316211754724,89.8953333333333,18.6495837877028,2.56171734648718,84.8743673342185,94.9162993324482
28,53,84.287358490566,12.3071831981514,1.6905216247179,80.9739361061189,87.6007808750131,683.11320754717,399.447245981501,54.8682989757697,575.571341554661,790.655073539679,103.88679245283,90.200558666477,12.3899996069141,79.6023932232786,128.171191682382,90.2052173913043,23.8991033526951,3.2827943143942,83.7709405350917,96.639494247517
29,53,84.5454716981132,13.2152578725732,1.815255274104,80.9875713608694,88.103372035357,678.905660377358,389.530400914453,53.5061155447682,574.033673909613,783.777646845104,105,112.35794450019,15.4335506206615,74.7502407835034,135.249759216497,96.1363636363636,21.3310998082022,2.93005189930043,90.3934619137348,101.879265358992
30,53,83.7049056603774,12.0689029236045,1.6577913118283,80.4556346891939,86.9541766315608,722.377358490566,403.602204500302,55.4390264210956,613.716866705219,831.037850275913,114.433962264151,99.3814542043322,13.6510925955479,87.6778207768771,141.190103751425,90.7079545454545,32.0635396484634,4.40426588830408,82.0755934043785,99.3403156865305
31,53,82.621320754717,13.1506430140735,1.80637974070102,79.080816462943,86.161825046491,710.924528301887,410.119581485159,56.3342569992017,600.509384583451,821.339672020322,123.77358490566,109.664460533981,15.0635721440763,94.2489835032708,153.29818630805,90.2065909090909,24.1737887980351,3.32052526207461,83.6983613954247,96.7148204227571
32,53,85.2032075471698,11.1510852823986,1.5317193630302,82.2010375956306,88.205377498709,724.075471698113,394.346969883152,54.1677221746064,617.906736235885,830.244207160342,101.698113207547,92.934754802591,12.765570330117,76.6775953605178,126.718631054577,89.3811627906977,22.0333219734827,3.02650953194062,83.4492041080941,95.3131214733013
33,53,84.878679245283,12.6474731495352,1.73726404434606,81.4736417183647,88.2837167722013,685.981132075472,386.50373122719,53.0903704896393,581.924005915779,790.038258235165,101.471698113208,101.468942534078,13.9378311697581,74.1535490204817,128.789847205933,100.402954545455,48.250458418333,6.62771017912499,87.4126425943696,113.39326649654
34,53,84.4730188679245,12.9670435194092,1.78116041057324,80.981944463201,87.9640932726481,715.301886792453,389.089696249002,53.4455801033871,610.548549789814,820.055223795091,117.603773584906,123.943588226295,17.0249611765879,84.2348496787933,150.972697491018,94.6723255813954,23.4344664601613,3.2189715288044,88.3631413849387,100.981509777852
35,53,84.8692452830189,11.7920463496272,1.61976213669387,81.6945114950989,88.0439790709389,659.88679245283,411.543887760437,56.5299005124096,549.088187448507,770.685397457153,95.0566037735849,99.5239466920746,13.6706654440226,68.2620995033005,121.851108043869,90.1531818181818,21.553404066409,2.9605877375759,84.3504298525331,95.9559337838306
36,53,84.7809433962264,11.9530456794896,1.64187709543913,81.5628642891657,87.9990225032871,702.716981132075,409.539815729355,56.2546200480264,592.457925837944,812.976036426207,101.471698113208,93.2671109839461,12.8112229626198,76.3617011064727,126.581695119942,90.9528888888889,25.3026945764336,3.47559239644036,84.1407277918658,97.765049985912
37,53,82.18,15.0591570660001,2.06853430717766,78.1256727579318,86.2343272420682,652.698113207547,385.801891415074,52.9939653772454,548.829941068146,756.566285346948,124.452830188679,132.597361332044,18.2136483306776,88.7540794605511,160.151580916807,95.3997777777778,19.5575746182776,2.68643947903517,90.1343563988688,100.665199156687
38,53,84.2358490566038,13.0670056357404,1.79489126324599,80.7178621806416,87.7538359325659,648.264150943396,350.948667676595,48.2065069090981,553.779397401564,742.748904485228,106.603773584906,106.764359441832,14.6652126225506,77.8599568447066,135.347590325105,88.7289361702128,23.5558039773126,3.23563851858843,82.3870846737794,95.0707876666461
39,53,83.7832075471698,11.9870978353306,1.64655451876912,80.5559606903823,87.0104544039573,646.811320754717,368.820002826257,50.6613235837718,547.515126530524,746.10751497891,107.981132075472,99.0667006396036,13.6078578683919,81.3097306534236,134.65253349752,86.7420833333333,26.0120964461695,3.57303623733353,79.7389323081596,93.745234358507
40,53,84.2383018867925,12.7971945146416,1.75782985549224,80.7929553700277,87.6836484035572,660.698113207547,334.858786821783,45.9963918010139,570.54518527756,750.851041137534,115.037735849057,124.700558610826,17.1289390554996,81.4650153002775,148.610456397836,88.91,20.8220790140679,2.86013251595652,83.3041402687252,94.5158597312748
41,53,84.5752830188679,11.1983164263091,1.53820705959369,81.5603971820643,87.5901688556715,666.735849056604,357.220851259758,49.0680575832711,570.562456193392,762.909241919815,105.018867924528,96.799652448128,13.296454850312,78.9578164179169,131.07991943114,88.5472340425532,24.4359400048841,3.35653449968721,81.9684264231662,95.1260416619401
42,53,86.4320754716981,11.3883822985888,1.56431461499742,83.3660188263032,89.498132117093,681.754716981132,386.861628296832,53.1395314329609,577.601235372529,785.908198589736,86.5283018867924,95.8702255402473,13.1687882460964,60.7174769244436,112.339126849141,84.6231914893617,29.3891764390716,4.0369138496584,76.7108403440312,92.5355426346922
43,53,83.1818867924528,12.404618565525,1.7039054017289,79.8422322050642,86.5215413798415,654.22641509434,338.90228007889,46.5518083151329,562.984870796679,745.467959392,123.320754716981,112.220211669341,15.414631561342,93.1080768567509,153.533432577211,92.5185416666667,41.3860729986978,5.68481432672275,81.3763055862901,103.660777747043
44,53,83.0707547169811,11.8738170016503,1.63099419957021,79.8740060858235,86.2675033481387,632.566037735849,347.548087952973,47.739401360509,538.996811069251,726.135264402447,119.339622641509,115.563492937237,15.8738665617392,88.2268441805005,150.452401102518,93.94875,26.5696398189058,3.64962070943844,86.7954934095007,101.102006590499
45,53,82.7160377358491,12.1787150925802,1.67287517328723,79.4372023962061,85.994873075492,637.22641509434,345.199197872622,47.4167564944184,544.28957236528,730.1632578234,118.11320754717,105.504403914164,14.4921444207198,89.708604482559,146.517810611781,91.705,25.0191763900022,3.43664817846243,84.9691695702137,98.4408304297863
46,53,83.3932075471698,12.1494599078416,1.66885666461311,80.1222484845281,86.6641666098115,648.943396226415,354.86310551743,48.7441962984573,553.404771481439,744.482020971391,109.132075471698,97.0978962252984,13.3374217837383,82.9907287755711,135.273422167825,90.5474468085106,29.4533526155516,4.04572912545177,82.6178177226252,98.4770758943961
47,53,83.4049056603774,12.1145312653602,1.66405884658391,80.1433503210729,86.6664609996818,736.962264150943,368.812802332031,50.6603345198242,637.668008492088,836.256519809799,128.415094339623,110.561231548973,15.1867531164285,98.6490582314228,158.181130447822,88.5908888888889,22.627605306775,3.10814062574696,82.4989332624248,94.6828445153529
48,53,84.6267924528302,12.5851129657203,1.7286982143293,81.2385439527447,88.0150409529156,686.981132075472,372.380413977532,51.1503836674001,586.726380087367,787.235884063576,111.075471698113,122.926314554164,16.885227891294,77.980425031177,144.170518365049,88.3408695652174,29.3468655018319,4.03110199545795,80.4399096541198,96.241829476315
49,53,85.5871698113207,11.6434483686285,1.59935063422225,82.4524425682451,88.7218970543964,699.679245283019,395.795050576631,54.3666313553059,593.120647826619,806.237842739419,102.22641509434,102.100373221166,14.0245648450309,74.738267998079,129.7145621906,86.4304347826087,30.0915923995407,4.133398102115,78.3289745024633,94.5318950627541
50,53,86.0841509433962,13.0364839280976,1.79069878427151,82.5743813262241,89.5939205605684,675.566037735849,369.238952724382,50.7188707780445,576.157051010882,774.975024460816,104.377358490566,130.304558397019,17.8987076264994,69.2958915426272,139.458825438505,91.3041304347826,21.2952288423786,2.92512464320552,85.5708861340998,97.0373747354654
51,53,86.7560377358491,11.0650037956861,1.51989516146983,83.7770432193682,89.7350322523299,687.77358490566,365.69368442357,50.2318907248956,589.319079084865,786.228090726456,90.5094339622642,95.6203676890082,13.1344676307432,64.7658774060075,116.252990518521,97.2673913043478,26.9874497938729,3.70701132322332,90.0016491108301,104.533133497866
52,53,82.1818867924528,11.5108375449807,1.58113513670029,79.0828619245203,85.2809116603854,650.830188679245,335.501217230914,46.08463640431,560.504301326798,741.156076031693,124.566037735849,100.082756032957,13.747423810226,97.621087067806,151.510988403892,92.6704255319149,25.9998091930663,3.5713484533179,85.6705825634118,99.670268500418
53,53,83.6964150943396,12.1758105233823,1.67247620002417,80.4183617422922,86.974468446387,620.849056603774,353.437046740588,48.5483120606463,525.694364964907,716.00374824264,111.245283018868,110.929275053345,15.2373077797467,81.3801597705644,141.110406267171,96.2315217391304,22.303654704743,3.06364258836033,90.2267822659442,102.236261212317
54,53,84.008679245283,11.4654715823936,1.57490364249526,80.9218681059923,87.0954903845737,648.867924528302,336.059349024489,46.1613017022331,558.391773191925,739.344075864679,115.339622641509,107.52476340829,14.7696621402121,86.3910848466938,144.288160436325,97.3506382978723,31.0823033255018,4.26948271361514,88.9824521791867,105.718824416558
55,53,82.8039622641509,12.1192874472602,1.66471215841192,79.5411264336636,86.0667980946383,693.716981132075,330.825446500492,45.4423698998844,604.649936128302,782.784026135849,133.924528301887,107.910013981844,14.822580376257,104.872270764423,162.97678583935,88.578085106383,22.7208036866329,3.12094240776335,82.4610379871668,94.6951322255991
56,53,83.6383018867924,12.7911191751647,1.75699534343551,80.1945910136589,87.082012759926,665.396226415094,375.394169231727,51.5643547887196,564.330091029204,766.462361800985,111.245283018868,96.3650722034895,13.2367606628275,85.3012321197261,137.18933391801,91.6073913043478,23.7272856934124,3.25919334381878,85.219372350463,97.9954102582327
57,53,87.4867924528302,11.7109468469569,1.60862226327112,84.3338928168188,90.6396920888416,686.660377358491,400.345473089096,54.9916799578229,578.876684641158,794.444070075823,84.6603773584906,108.436962084009,14.894962264742,55.4662513195962,113.854503397385,94.9264444444444,34.5145583351534,4.7409391973566,85.6342036176255,104.218685271263
58,53,87.6958490566038,11.2744717484921,1.54866779759644,84.6604601733147,90.7312379398928,721.811320754717,370.771288439267,50.9293532759998,621.989788333757,821.632853175677,90.6037735849057,102.932640338353,14.1388855256037,62.8915579547224,118.315989215089,86.6572340425532,29.7218004239991,4.0826032678109,78.6553316376438,94.6591364474626
59,53,85.9739622641509,12.1052103117152,1.66277851513469,82.714916374487,89.2330081538149,689.339622641509,392.459157277065,53.9084111704049,583.679136747516,795.000108535503,93.2075471698113,105.827210128035,14.5364852643033,64.7160360517768,121.699058287846,94.7023255813953,23.9645039924835,3.29177778315815,88.2504411264054,101.154210036385
60,53,85.9045283018868,14.0904635734787,1.93547402275149,82.1109992172939,89.6980573864797,713.811320754717,373.199784432072,51.2629328551186,613.335972358685,814.28666915075,107.679245283019,123.485404554065,16.9620248089783,74.4336766574214,140.924813908616,93.1346666666667,30.6347814509171,4.20801085654281,84.8869653878427,101.382367945491
61,53,84.8339622641509,14.0277944342957,1.92686575445113,81.0573053854267,88.6106191428752,754.698113207547,418.763315972237,57.5215652429696,641.955845331327,867.440381083768,106.698113207547,111.824310158952,15.3602503066067,76.592022606598,136.804203808496,86.602380952381,26.8734327787641,3.69134988172822,79.3673351841936,93.8374267205683
62,53,84.7143396226415,13.6546105920638,1.87560501142562,81.0381538002473,88.3905254450357,715.830188679245,366.600533795042,50.3564560659774,617.13153478993,814.528842568561,111.150943396226,113.387252747526,15.5749369819927,80.6240669115207,141.677819880932,92.3421739130435,28.7585066768112,3.95028469544892,84.5996159099636,100.084731916123
63,53,88.4696226415094,11.3562747755564,1.5599043075267,85.4122101987571,91.5270350842618,709.867924528302,402.870710208234,55.3385479526118,601.404370541183,818.331478515421,77.6037735849057,86.1198493207267,11.8294710698711,54.4180102879582,100.789536881853,89.3360869565217,28.6839380899455,3.9400419123042,81.6136048084055,97.058569104638
64,53,86.211320754717,12.2883739673125,1.68793797816243,82.9029623175186,89.5196791919153,704.849056603774,403.724029706623,55.455760400139,596.155766219501,813.542346988046,96.7924528301887,107.859124376084,14.8155901513107,67.7538961336197,125.831009526758,96.3423913043478,42.0486230285729,5.77582257247061,85.0217790623054,107.66300354639
65,53,87.1660377358491,12.3391446124835,1.69491186261515,83.8440104851234,90.4880649865748,699.207547169811,403.484837122907,55.4229047719474,590.578653816794,807.836440522828,92.2075471698113,116.071489656916,15.9436452776384,60.95800242564,123.457091913983,97.0113636363636,23.6678855709499,3.25103410949871,90.6393367817462,103.383390490981
66,53,86.6194339622642,12.1884731824619,1.67421555001644,83.3379714842319,89.9008964402964,718.830188679245,418.729017194114,57.5168539434638,606.097154950056,831.563222408434,87.4339622641509,110.752237246714,15.2129897667876,57.6165023212472,117.251422207055,94.4972093023256,27.9748862141251,3.84264614677263,86.9656228546512,102.02879575
67,53,87.5998113207547,10.8692426830105,1.49300530463348,84.6735209236731,90.5261017178363,741.660377358491,385.737751856812,52.9851551313511,637.809473301042,845.511281415939,80.7735849056604,73.2738912231242,10.0649430211232,61.0462965842588,100.500873227062,88.1035555555556,26.624186215097,3.65711323318064,80.9356136185215,95.2714974925896
68,53,85.7805660377359,11.5848384695578,1.59129994543293,82.6616181446873,88.8995139307844,716.905660377358,392.574895556491,53.9243090457374,611.214014647713,822.597306107004,99.2075471698113,99.2067302483064,13.6270924144128,72.4984460375622,125.91664830206,88.8636363636364,24.2998453522602,3.3378404614524,82.3214690591897,95.4058036680831
69,53,86.8283018867924,12.4091141653484,1.70452291985592,83.4874369638748,90.16916680971,748.283018867925,404.250701790861,55.528104374646,639.447934293618,857.118103442231,92.9811320754717,100.489090599244,13.803238155403,65.9267852908818,120.035478860062,97.4822727272727,35.2261621765888,4.83868550232421,87.9984491427173,106.966096311828
70,53,85.3016981132076,12.891399448984,1.77076989840026,81.830989112343,88.7724071140721,718.377358490566,394.304413171771,54.1618765607313,612.220080431533,824.534636549599,107.811320754717,120.799907126138,16.5931433677956,75.2887597538376,140.333881755596,93.0551111111111,32.425749141288,4.45401918850603,84.3252335016393,101.784988720583
71,53,86.0694339622642,11.4999276611595,1.579636548906,82.9733463264084,89.1655215981199,682.509433962264,379.643842337359,52.1480922831068,580.299173087375,784.719694837153,92.2075471698113,88.1725490358723,12.1114310603609,68.469142291504,115.945952048119,90.5462222222222,20.7051273062417,2.84406796341476,84.9718490139293,96.1205954305152
72,53,87.4109433962264,11.1843156429252,1.53628390409235,84.3998269442054,90.4220598482474,711.735849056604,371.941070132984,51.0900351491455,611.599380164279,811.872317948929,90.5471698113208,100.514362930367,13.8067095770584,63.4860190402863,117.608320582355,89.7813043478261,29.817427984221,4.09573872341201,81.7536564499385,97.8089522457136
73,53,85.5916981132075,11.5246863357699,1.5830374144131,82.4889447809579,88.6944514454572,684.88679245283,373.573886234105,51.3143196896201,584.310725861175,785.462859044486,93.188679245283,82.775892208507,11.3701432351164,70.9031985044548,115.474159986111,89.4812765957447,32.5826941673711,4.47557724579776,80.7091451939811,98.2534079975083
74,53,85.2666037735849,11.4173043335032,1.56828736202381,82.1927605440182,88.3404470031516,671.433962264151,353.157869984622,48.5099641840055,576.3544324635,766.513492064802,105.641509433962,100.005018016333,13.7367456724223,78.7174879160146,132.56553095191,92.9622916666667,27.2669910518103,3.74540926806052,85.6212895012681,100.303293832065
75,53,84.872641509434,11.6380956264898,1.59861537854341,81.7393553674889,88.005927651379,686.566037735849,357.77789142653,49.144572934721,590.242674783796,782.889400687902,108.735849056604,111.777793126741,15.353860700829,78.6422820829789,138.829416030229,94.0157446808511,25.9600324700575,3.56588470021337,87.0266106684329,101.004878693269
76,53,85.1030188679245,11.5756984479266,1.59004446690716,81.9865317127865,88.2195060230626,718.924528301887,365.698480732241,50.2325495485594,620.46873118671,817.380325417063,112.924528301887,112.586351313901,15.4649247094026,82.6132758714576,143.235780732316,84.7082978723404,25.3874323854685,3.48723202967716,77.8733230941732,91.5432726505077
77,53,85.3822641509434,12.2653106269281,1.6847699847207,82.0801149808908,88.684413320996,676.924528301887,378.21533595074,51.9518718402365,575.098859495023,778.75019710875,102.490566037736,111.270395302737,15.2841642495775,72.533604108564,132.447527966908,92.2474468085106,29.2290653041949,4.01492089387728,84.3782018565112,100.11669176051
78,53,86.2841509433962,11.6063529410475,1.59425518536981,83.1594107800714,89.4088911067211,711.77358490566,379.36093233375,52.1092316054644,609.63949095895,813.907678852371,99.2452830188679,97.3144992083315,13.3671744916407,73.0456210152522,125.444945022484,92.5,30.9515814709936,4.25152668595948,84.1670076955194,100.832992304481
79,53,85.7958490566038,11.119452883947,1.52737431893983,82.8021953914817,88.7895027217258,644.584905660377,347.89849503081,47.7875334743322,550.921340050686,738.248471270069,98.8679245283019,102.763739065701,14.1156851515406,71.2011816312824,126.534667425321,89.5085106382979,21.0107378322447,2.88604679761519,83.8518589149721,95.1651623616236
80,53,83.7854716981132,11.8626377865124,1.62945861627437,80.5917328102154,86.979210586011,653.867924528302,325.470844596176,44.7068587625868,566.242481353632,741.493367702972,117.981132075472,111.724849271984,15.346588303082,87.9018190014309,148.060445149512,89.6634693877551,21.0401337280902,2.8900846344463,83.9989035042403,95.3280352712699
81,53,86.3915094339623,10.2034693187823,1.40155429986109,83.6444630062345,89.13855586169,671.622641509434,333.142047920835,45.7605795774271,581.931905537677,761.313377481191,100.698113207547,101.419461208173,13.9310343869269,73.3932858091705,128.002940605924,86.1697916666667,20.4743942304677,2.81237433800483,80.6575379641772,91.6820453691561
82,53,85.1116981132076,11.4357734486413,1.57082429009482,82.0328825046217,88.1905137217934,679.754716981132,337.278582962807,46.3287763635859,588.950315308504,770.55911865376,112.396226415094,104.978448268541,14.4198988566251,84.1332246561091,140.65922817408,91.8145833333333,35.8534059605448,4.92484406222173,82.1618889713787,101.467277695288
83,53,84.652641509434,12.1863599902235,1.67392528073884,81.3717479591858,87.9335350596821,668.132075471698,348.805380920466,47.9121038315725,574.224351961816,762.03979898158,109.981132075472,109.089499347666,14.9845951512756,80.6113255789715,139.350938571972,91.6436170212766,27.1184540428879,3.72500614074769,84.3426049854111,98.9446290571421
84,53,85.4124528301887,12.0657887155985,1.65736354246033,82.1640202869664,88.6608853734109,681.867924528302,361.892676278046,49.7097821024527,584.436751607494,779.299097449109,106.679245283019,113.996250543081,15.6585892626337,75.9884103282568,137.370080237781,96.0345833333333,29.7508505123076,4.08659360432372,88.0248598688588,104.044306797808
